Protein IDs	Peptides	Razor + unique peptides	Unique peptides	Score	Intensity	LFQ intensity KES1	LFQ intensity KES2	LFQ intensity KES3	LFQ intensity PBS1	LFQ intensity PBS2	LFQ intensity PBS3	LFQ intensity W1	LFQ intensity W2	LFQ intensity W3	Only identified by site	Reverse	Potential contaminant	id
T2D-105A_GL0119985;MH0108_GL0033589;MH0158_GL0052323;MH0452_GL0225946;159227541-stool3_revised_C734974_1_gene16411;158742018-stool1_revised_scaffold11836_1_gene51777;537013.CLOSTMETH_02126;MH0234_GL0024281;764588959-stool1_revised_scaffold39453_1_gene63007;V1.UC58-4_GL0113166;MH0313_GL0145332;MH0157_GL0020435;V1.UC58-4_GL0238264;MH0354_GL0092152;MH0308_GL0026008;MH0250_GL0118592;MH0149_GL0048711;MH0096_GL0030496;MH0094_GL0022680;MH0022_GL0025982;160400887-stool1_revised_C1450646_1_gene21007;MH0447_GL0097229;MH0034_GL0002756;159166850-stool1_revised_C964249_1_gene65028;V1.FI36_GL0182012;MH0377_GL0121165;MH0451_GL0249997;MH0421_GL0122194;T2D-62A_GL0039910;O2.UC8-1_GL0128948;O2.UC36-2_GL0031570;O2.UC28-0_GL0112025;O2.UC18-0_GL0035599;MH0376_GL0081038;MH0206_GL0126682;MH0174_GL0041914;MH0140_GL0042711;MH0126_GL0033051;MH0117_GL0078039;MH0102_GL0130413;MH0102_GL0084284;MH0090_GL0041636;MH0065_GL0045668;MH0064_GL0045516;MH0012_GL0105355;DOM026_GL0040457;158337416-stool1_revised_C1273214_1_gene153117;158337416-stool1_revised_C1244568_1_gene42066;MH0448_GL0245887;NLM029_GL0057567;O2.UC27-0_GL0121168;MH0136_GL0087755;MH0030_GL0010562;MH0002_GL0054782;MH0262_GL0108294;O2.UC35-2_GL0151874;MH0385_GL0047583;MH0421_GL0064453;V1.UC32-0_GL0121225;MH0402_GL0163349;765701615-stool1_revised_C1266354_1_gene49874;MH0298_GL0096488;MH0382_GL0101636;O2.UC58-2_GL0023140;O2.UC38-1_GL0052618;MH0309_GL0095126;DOF012_GL0012205;SZEY-62A_GL0072046;MH0045_GL0020914;MH0451_GL0196637;MH0099_GL0056028;MH0012_GL0208826;MH0144_GL0001002;MH0033_GL0042410;MH0442_GL0264967;764002286-stool1_revised_C741159_1_gene90247;MH0012_GL0084991	21	20	0	0.0	2147483647	340560000	279130000	293060000	200990000	224940000	221740000	310300000	204000000	212890000				6083
T2D-106A_GL0097872	2	2	2	0.0	165794000	0	0	0	31082000	23426000	28747000	25921000	24088000	32530000				6084
T2D-107A_GL0052557;N066A_GL0077218;T2D-26A_GL0003777;MH0257_GL0145030	3	3	3	0.0	60488800	0	0	0	9475400	11560000	10483000	9710900	9880200	9379300				6085
T2D-107A_GL0075742	2	2	2	0.0	55276000	2958600	3550200	3309900	6383600	5541200	7697000	6850000	9291100	9694400				6086
T2D-107A_GL0109474;MH0198_GL0102467;O2.UC57-2_GL0141086;MH0117_GL0028366;MH0454_GL0075553;V1.UC55-0_GL0187199;MH0434_GL0064548;MH0381_GL0180169;T2D-140A_GL0011930;V1.FI13_GL0089034	6	1	1	0.0	52129400	0	2191000	0	8082000	8903600	7379400	8095600	9598400	7879400				6087
T2D-107A_GL0111984;MH0189_GL0105953	15	1	1	0.0	4439100	4439100	0	0	0	0	0	0	0	0				6088
T2D-107A_GL0156967;T2D-108A_GL0124317;N022A_GL0004949;MH0340_GL0081945;MH0037_GL0057786;MH0298_GL0033891;DOF002_GL0022295;MH0200_GL0133576	7	6	5	0.0	132051500	1561900	1382900	1756700	21057000	22765000	20772000	17986000	24148000	20622000				6089
T2D-108A_GL0005586	7	2	2	0.0	70988100	0	0	0	12180000	13934000	9508100	10464000	13766000	11136000				6090
T2D-108A_GL0032877	2	1	1	0.0	90512800	3403100	5396100	3475600	12640000	13227000	10809000	19120000	10481000	11961000				6091
T2D-108A_GL0080963	2	2	2	0.0	22039000	0	0	0	3016900	3605400	4607400	3031100	3512300	4265900				6092
T2D-108A_GL0101266;T2D-2A_GL0077792;MH0191_GL0026075;MH0400_GL0125267;MH0023_GL0003768;MH0301_GL0116531;MH0400_GL0071719	3	3	2	0.0	36168900	8077500	7189100	1734400	1850700	4454000	2456500	3832900	2599700	3974100				6093
T2D-108A_GL0113552;NLM022_GL0074476;DLM019_GL0030963;T2D-102A_GL0140424;O2.UC15-2_GL0026225;MH0197_GL0090179;MH0318_GL0122507;V1.UC2-4_GL0100029;O2.UC38-0_GL0047910;MH0089_GL0043973;SZEY-99A_GL0020919;MH0292_GL0107974;O2.CD2-0_GL0058500;MH0107_GL0103878;MH0403_GL0027115;158499257-stool2_revised_scaffold53274_1_gene49575;O2.UC48-1_GL0209428;MH0434_GL0046170;MH0086_GL0104835;DOM013_GL0055764;NLM031_GL0049679;MH0351_GL0078755;T2D-45A_GL0033252;N009A_GL0036091	11	11	0	0.0	485379400	2879500	11310000	4434900	74353000	91770000	51006000	88418000	81022000	80186000				6094
T2D-108A_GL0117663;MH0286_GL0120363;MH0130_GL0044513;158479027-stool1_revised_C716991_1_gene138905;MH0409_GL0027798;765701615-stool1_revised_scaffold19494_3_gene74115;MH0272_GL0225553;765640925-stool1_revised_scaffold31041_2_gene80422	6	2	1	0.0	170706500	13169000	41916000	12302000	7353500	18427000	35713000	21945000	19881000	0				6095
T2D-108A_GL0148510;DLM008_GL0049267;MH0385_GL0135777;MH0377_GL0124920;MH0385_GL0164235;MH0006_GL0211416;MH0010_GL0002143;DOM003_GL0032962;MH0133_GL0061711;NLF013_GL0005860;MH0220_GL0080157;O2.UC18-1_GL0164424;NLM032_GL0023765;MH0288_GL0169976	7	7	7	0.0	217243000	0	0	0	41105000	40753000	31506000	29758000	31167000	42954000				6096
T2D-108A_GL0178294;MH0163_GL0070419	11	1	0	0.0	2932000	0	0	0	0	0	0	2932000	0	0				6097
T2D-108A_GL0197794	8	1	1	0.0	72279100	0	2539100	0	10922000	10879000	12282000	10732000	11154000	13771000				6098
T2D-109A_GL0101897;T2D-203A_GL0023596;T2D-134A_GL0097788;N075A_GL0016323	5	5	2	0.0	102396200	6965100	5778000	5835100	13207000	10698000	16814000	20965000	11686000	10448000				6099
T2D-109A_GL0105695;159571453-stool1_revised_scaffold17964_1_gene48809	20	1	0	0.0	0	0	0	0	0	0	0	0	0	0				6100
T2D-109A_GL0116097;MH0062_GL0000632;MH0006_GL0136643;O2.UC34-2_GL0062770	8	8	2	0.0	665220000	67815000	103820000	74927000	64118000	69254000	71316000	72538000	72161000	69271000				6101
T2D-10A_GL0028958	30	1	0	0.0	12701000	3274000	2945100	0	0	0	1879100	0	2285500	2317300				6102
T2D-110A_GL0015843	10	1	1	0.0	5565300	0	0	0	0	0	0	0	0	5565300				6103
T2D-112A_GL0024599;MH0307_GL0215728;NOM017_GL0013444;MH0283_GL0043852;159227541-stool1_revised_scaffold10784_2_gene18800	6	1	1	0.0	80730200	3003400	2782800	4171000	10648000	13765000	11068000	12058000	11492000	11742000				6104
T2D-112A_GL0030632	6	1	1	0.0	205757400	12736000	7161400	14009000	29475000	40980000	28358000	19666000	25290000	28082000				6105
T2D-112A_GL0035170	12	1	1	0.0	8748500	0	3212600	5535900	0	0	0	0	0	0				6106
T2D-112A_GL0041167;O2.UC43-1_GL0075395	18	1	1	0.0	11445000	0	0	11445000	0	0	0	0	0	0				6107
T2D-113A_GL0003832;MH0381_GL0178474;T2D-133A_GL0002989	10	3	0	0.0	43869300	6874500	7630300	4665800	3920300	3845200	3488000	3766700	3798900	5879600				6108
T2D-113A_GL0021314;MH0187_GL0132641;764588959-stool1_revised_scaffold39144_2_gene175344;MH0198_GL0077549;638754422-stool1_revised_scaffold25825_1_gene54588;158458797-stool1_revised_scaffold21382_1_gene111839;763840445-stool1_revised_scaffold32773_8_gene29445;159207311-stool1_revised_scaffold17869_3_gene23933;MH0187_GL0107620;MH0384_GL0105695;MH0298_GL0019495;MH0267_GL0007652;V1.CD30-0_GL0125614;158499257-stool2_revised_scaffold55843_2_gene178805;159247771-stool1_revised_C653914_1_gene70776;MH0351_GL0067806;MH0452_GL0138322;MH0439_GL0186002;MH0434_GL0251241;MH0369_GL0035049;MH0272_GL0039795;MH0183_GL0160230;MH0137_GL0094926;MH0067_GL0004978;MH0065_GL0042524;MH0043_GL0029196;MH0021_GL0049441;763982056-stool1_revised_scaffold42846_3_gene95571;MH0357_GL0050341;MH0183_GL0010290	15	1	0	0.0	50668700	4278100	6168500	5876800	6168500	8259500	7069000	6544600	6303700	0				6109
T2D-113A_GL0025150;MH0227_GL0018058;MH0433_GL0097875	10	9	9	0.0	462519000	11318000	6387000	16766000	66495000	81024000	53243000	60917000	89535000	76834000				6110
T2D-113A_GL0025152	3	2	2	0.0	14539610	0	1494300	1938200	2564400	874610	1965300	2135100	3567700	0				6111
T2D-113A_GL0048764;MH0025_GL0061639	4	4	4	0.0	138931700	6278700	0	0	20313000	20287000	20767000	17979000	31044000	22263000				6112
T2D-113A_GL0056946	17	2	0	0.0	32434400	8642100	5299700	3985500	0	4114900	4716300	0	5675900	0				6113
T2D-91A_GL0080994;T2D-113A_GL0132929	4	4	4	0.0	177649700	4657100	4773400	6771200	24802000	24598000	21255000	32592000	28831000	29370000				6114
T2D-113A_GL0137382	21	1	0	0.0	36028360	2138100	2021300	724260	6270500	5745000	4114000	4190400	6093200	4731600				6115
T2D-114A_GL0097515	2	2	2	0.0	31236800	3475900	6611600	5282700	2894800	2629300	2670600	2677300	2873900	2120700				6116
T2D-118A_GL0044073;MH0157_GL0022299	4	4	4	0.0	142950500	8356700	9004300	5111500	20304000	27551000	18244000	15166000	21042000	18171000				6117
T2D-118A_GL0056822	1	1	1	0.0	11055900	0	0	0	0	0	3851100	4119600	3085200	0				6118
T2D-11A_GL0012738	10	1	1	0.0	15958600	5931600	0	2825200	1966200	1683500	0	0	2089100	1463000				6119
T2D-11A_GL0021809	8	1	0	0.0	24982800	0	0	0	3871800	3846400	4142100	3560100	4955000	4607400				6120
T2D-11A_GL0040169	7	1	1	0.0	54232900	0	0	0	7419800	9498500	8956100	7191500	10622000	10545000				6121
T2D-11A_GL0043325	6	2	2	0.0	45723200	4658200	3993600	5595000	4815600	5198400	5149100	6496900	5117200	4699200				6122
T2D-11A_GL0052566;V1.CD12-3_GL0006277;O2.UC8-2_GL0116346;MH0335_GL0039090;V1.UC13-3_GL0125762;O2.UC48-0_GL0278013;O2.UC48-0_GL0111831;O2.CD2-0-PT_GL0026226;V1.UC50-1_GL0096229;MH0009_GL0014454;N083A_GL0018841;O2.UC4-2_GL0031826;O2.UC29-1_GL0112333	12	3	0	0.0	212767000	41068000	22242000	51334000	19031000	17514000	11545000	18564000	14112000	17357000				6123
T2D-11A_GL0061055;V1.CD12-3_GL0117006;V1.UC54-0_GL0197022;O2.CD3-0-PT_GL0047614;V1.CD12-3_GL0101140;MH0335_GL0073498;MH0239_GL0158185;V1.UC55-0_GL0075136	7	3	3	0.0	118149800	13039000	17321000	4985800	20227000	11577000	18794000	0	11335000	20871000				6124
T2D-11A_GL0139157	8	1	0	0.0	0	0	0	0	0	0	0	0	0	0				6125
T2D-11A_GL0140463	5	1	1	0.0	28137900	2974200	0	0	0	7138300	0	0	9852500	8172900				6126
T2D-11A_GL0147481;MH0341_GL0117621;MH0239_GL0058090;MH0145_GL0153486	12	4	0	0.0	57478400	9760400	12905000	10456000	2105300	11645000	1496400	4958600	4151700	0				6127
T2D-11A_GL0158291;O2.UC28-2_GL0077191;764184357-stool1_revised_scaffold36394_2_gene77003;O2.UC12-1_GL0014723;MH0367_GL0098297;MH0394_GL0184475;MH0148_GL0026959;158256496-stool1_revised_scaffold16497_1_gene162301;V1.UC62-0_GL0035449;764447348-stool1_revised_scaffold6131_3_gene67956;V1.FI07_GL0037779;MH0310_GL0057644;V1.CD34-0_GL0160455;159268001-stool2_revised_scaffold9454_2_gene76691;MH0397_GL0007325	28	28	28	0.0	989513000	71129000	71874000	75390000	123370000	130050000	126880000	135060000	127430000	128330000				6128
T2D-121A_GL0003458	5	1	1	0.0	4550700	0	0	4550700	0	0	0	0	0	0				6129
T2D-122A_GL0013200;O2.UC30-1_GL0004578	7	7	7	0.0	270701700	2088100	2871200	2334400	45265000	41050000	32786000	39556000	56821000	47930000				6130
T2D-122A_GL0055039	12	8	7	0.0	413648000	37421000	58207000	31290000	44286000	55708000	36604000	53065000	51156000	45911000				6131
T2D-122A_GL0063955;O2.UC27-1_GL0054164;MH0193_GL0140286;MH0199_GL0034774;MH0060_GL0062922;NLM031_GL0022564;MH0135_GL0078646;158479027-stool1_revised_scaffold29204_2_gene103735;N051A_GL0007801;MH0410_GL0154377;MH0453_GL0047398;N079A_GL0007298;MH0108_GL0003930;MH0212_GL0124893;O2.UC1-2_GL0018038;V1.FI07_GL0176911;SZEY-75A_GL0036159;MH0011_GL0093913;T2D-140A_GL0038248;SZEY-08A_GL0066958;T2D-51A_GL0086441;MH0118_GL0023593;V1.FI13_GL0187034;O2.UC9-0_GL0079814	13	13	13	0.0	561529400	10773000	9866400	10568000	86516000	77952000	95727000	95195000	94284000	80648000				6132
T2D-122A_GL0083846	21	2	2	0.0	22373640	1054800	1372800	718520	591810	0	1530900	9141700	876610	7086500				6133
V1.CD2-0_GL0018647;T2D-123A_GL0026773;MH0030_GL0008463;O2.UC43-0_GL0058163;MH0031_GL0020015;MH0404_GL0025910;MH0005_GL0010028;MH0447_GL0172639;V1.UC10-2_GL0140023;O2.UC57-0_GL0124288;MH0006_GL0200843;V1.FI17_GL0184714;MH0165_GL0087140;MH0243_GL0037560;160502038-stool1_revised_scaffold52505_1_gene30998;MH0264_GL0096109;MH0106_GL0088064;MH0006_GL0181361;MH0398_GL0141019;553171.HMPREF0648_1533;MH0338_GL0146417;MH0245_GL0170694;MH0399_GL0169147;MH0181_GL0022988;T2D-45A_GL0055632	12	12	3	0.0	257050000	45512000	39560000	43567000	21907000	24997000	20444000	19221000	21437000	20405000				6134
T2D-123A_GL0065861	4	4	4	0.0	68893600	27690000	5051300	21544000	2884500	3685200	1443900	0	4641700	1953000				6135
T2D-123A_GL0105207;MH0013_GL0007250	4	2	2	0.0	24956700	0	0	0	0	0	7493400	6532600	6778700	4152000				6136
T2D-123A_GL0115965	10	1	1	0.0	7491040	3627200	0	2025500	0	0	721380	623150	0	493810				6137
T2D-123A_GL0135070;MH0329_GL0177112;O2.CD2-0_GL0013842;MH0143_GL0106203;DLF003_GL0049085;V1.CD34-0_GL0109886;MH0138_GL0045341	25	25	8	0.0	821292000	205360000	147990000	184490000	44014000	51159000	45091000	40165000	51748000	51275000				6138
T2D-126A_GL0027159;T2D-14A_GL0088100;MH0191_GL0127625;DOM003_GL0022691;367928.BAD_1486;473819.BIFDEN_01112;V1.CD41-0_GL0034320;DOM018_GL0012807;V1.UC13-3_GL0146482;DLF013_GL0014709;518635.BIFANG_03302;V1.CD40-0_GL0170055	7	7	7	0.0	568856000	17031000	31803000	15288000	93551000	106310000	66022000	66073000	87320000	85458000				6139
T2D-126A_GL0036703;MH0057_GL0039204	9	9	0	0.0	1452170000	160890000	168100000	160780000	173110000	190750000	160570000	143140000	138540000	156290000				6140
T2D-127A_GL0068004;V1.CD43-0_GL0118984	14	1	0	0.0	4771100	1353400	1544400	1873300	0	0	0	0	0	0				6141
T2D-12A_GL0010092;O2.UC18-0_GL0034261	11	1	0	0.0	79919500	12988000	13476000	15929000	8855900	5017700	5971400	6077300	5950600	5653600				6142
T2D-12A_GL0026278	2	1	1	0.0	16187100	0	0	0	2654500	3615000	2662600	2464000	2572600	2218400				6143
T2D-12A_GL0045214	14	1	1	0.0	50859000	13952000	6617700	14264000	2752100	3157000	3093500	3407400	0	3615300				6144
T2D-133A_GL0037040	21	1	1	0.0	5219300	2093300	1425300	1700700	0	0	0	0	0	0				6145
T2D-133A_GL0054945;MH0438_GL0201181;MH0365_GL0123210;MH0327_GL0086709;MH0332_GL0053303	16	15	1	0.0	2147483647	446660000	734340000	529050000	1166300000	1245600000	1359500000	1149100000	1189900000	1363400000				6146
T2D-133A_GL0064170;V1.FI17_GL0152516	8	8	4	0.0	414852000	87737000	89283000	72755000	29096000	25008000	29478000	29803000	28419000	23273000				6147
T2D-133A_GL0076542;T2D-113A_GL0098140	21	1	0	0.0	20555600	1388600	1471400	1254700	2660500	3238900	3222700	2454300	2479300	2385200				6148
T2D-133A_GL0082245;MH0402_GL0077685;T2D-113A_GL0015594;MH0381_GL0046495;MH0025_GL0008444;DOM021_GL0033430;MH0415_GL0057227;MH0238_GL0168923	29	9	0	0.0	229538000	43397000	30694000	48181000	11619000	18957000	19777000	23410000	18118000	15385000				6149
T2D-133A_GL0086741	7	3	1	0.0	35541600	10184000	9846100	9639300	1782800	0	1321700	1442100	1325600	0				6150
T2D-134A_GL0055099	3	3	3	0.0	196173300	3564300	3434800	3728200	30189000	29480000	33821000	28700000	29780000	33476000				6151
V1.UC41-0_GL0067699;T2D-134A_GL0070921;MH0113_GL0036399	8	1	0	0.0	13044900	2295900	1371100	1697000	1366700	1376800	1447900	1112500	1219200	1157800				6152
T2D-134A_GL0077863;NLF002_GL0001306;MH0100_GL0030757;V1.FI24_GL0060732;MH0010_GL0015884;765074482-stool2_revised_C975736_1_gene119281;MH0275_GL0022580;MH0385_GL0062567;764588959-stool1_revised_scaffold2583_1_gene46243;763577454-stool1_revised_scaffold33_1_gene95398;MH0121_GL0035384;V1.CD12-0_GL0025970;MH0222_GL0172351;MH0211_GL0091015;MH0311_GL0085676;O2.UC44-2_GL0144073;T2D-51A_GL0110338;T2D-176A_GL0097656;MH0325_GL0009762;HT14A_GL0079981;MH0421_GL0107258;MH0199_GL0075559;MH0153_GL0028264;MH0104_GL0079924;O2.UC48-0_GL0214704;764224817-stool1_revised_scaffold46575_3_gene53862	6	6	6	0.0	372412150	492150	0	0	78560000	68824000	62138000	27676000	53685000	81037000				6153
T2D-134A_GL0091317;T2D-135A_GL0095047;V1.CD38-0_GL0019142;MH0068_GL0047563;NOM023_GL0054196;MH0267_GL0115439;MH0275_GL0021250;V1.UC52-0_GL0020718;V1.FI17_GL0094096;O2.UC28-1_GL0178179;MH0328_GL0156004;MH0452_GL0017770;V1.FI17_GL0121979;MH0441_GL0101664;158499257-stool1_revised_C1368350_1_gene62129;MH0417_GL0230190;MH0195_GL0043691;MH0187_GL0057123;MH0314_GL0047468;MH0239_GL0064582;MH0004_GL0031686;765560005-stool1_revised_scaffold21690_2_gene99168;MH0046_GL0039914;V1.CD52-0_GL0231878;MH0006_GL0090049;MH0165_GL0140080;MH0055_GL0058077;160400887-stool1_revised_C1449964_1_gene85693;158802708-stool2_revised_scaffold5813_1_gene54371;O2.UC7-1_GL0174701;MH0426_GL0130546;158802708-stool1_revised_scaffold35559_1_gene7207;MH0016_GL0085664;MH0012_GL0168079;MH0371_GL0197915;MH0246_GL0005908;MH0059_GL0058383;764487809-stool1_revised_C1069596_1_gene90198;MH0101_GL0044245;MH0050_GL0004570;159369152-stool2_revised_scaffold13100_1_gene1089	5	5	3	0.0	69000600	12072000	14061000	13752000	5154300	5757200	5968100	8152200	4083800	0				6154
T2D-135A_GL0030080;MH0267_GL0082422;MH0013_GL0037180;159551223-stool1_revised_scaffold868_1_gene132718;MH0037_GL0001294;V1.CD38-0_GL0040326;MH0107_GL0070955;MH0120_GL0016819;MH0405_GL0088484;MH0411_GL0200617;158802708-stool1_revised_scaffold26150_1_gene120852;MH0413_GL0170972;MH0180_GL0004468;MH0195_GL0010532	6	6	6	0.0	232366500	5963400	23471000	7549100	31502000	31945000	31496000	35729000	34057000	30654000				6155
T2D-135A_GL0042101;V1.CD38-0_GL0124503;DLF004_GL0066304;V1.CD37-4_GL0117667	7	6	1	0.0	70395300	11150000	10179000	20435000	4986300	5052000	4082000	4906500	5157600	4446900				6156
T2D-135A_GL0049526;O2.UC31-1_GL0179575;V1.FI16_GL0071260;MH0187_GL0043370;MH0046_GL0044782;MH0143_GL0062018;MH0004_GL0002393;V1.UC26-0_GL0044213;T2D-48A_GL0077841;MH0011_GL0067051;T2D-113A_GL0024267;N085A_GL0033543;MH0381_GL0095768;V1.CD6-0_GL0002538;MH0402_GL0002055;MH0314_GL0078487;MH0054_GL0045918;MH0332_GL0100069;O2.UC20-2_GL0014074;MH0192_GL0075412;MH0309_GL0044690;MH0407_GL0203336;MH0025_GL0052258;MH0290_GL0117634;V1.CD6-0-PN_GL0105075;MH0139_GL0103588;MH0239_GL0020716;N087A_GL0046547;MH0113_GL0070392;MH0039_GL0015227;MH0088_GL0005905;SZEY-55A_GL0023571;MH0016_GL0029137;765074482-stool1_revised_scaffold26987_1_gene78831;158499257-stool2_revised_scaffold56962_1_gene33970;T2D-135A_GL0045799;MH0267_GL0060449;MH0013_GL0011819;765094712-stool1_revised_scaffold1707_1_gene39550;V1.UC10-0_GL0053211;MH0195_GL0067743;MH0281_GL0112262;MH0265_GL0105742;MH0243_GL0119027;O2.UC1-1_GL0125390;MH0413_GL0175328;MH0003_GL0067991;160421117-stool1_revised_scaffold11087_1_gene67130;V1.CD38-0_GL0163639;V1.CD21-0_GL0038534;NOM023_GL0019852	5	4	2	0.0	138762300	9482300	20752000	13689000	20235000	7085000	14906000	20918000	16212000	15483000				6157
T2D-135A_GL0049994	29	1	1	0.0	24239800	5894900	5632800	7078000	580400	2285900	0	0	0	2767800				6158
T2D-135A_GL0072318	2	1	1	0.0	11521000	2237900	3285500	2951000	3046600	0	0	0	0	0				6159
T2D-135A_GL0072715;V1.CD38-0_GL0131644;V1.UC64-0_GL0120662;V1.CD52-0_GL0159952;MH0123_GL0062695;DOM017_GL0074050;MH0333_GL0070938;MH0101_GL0056593;V1.CD3-3-PN_GL0055179;MH0309_GL0055694;V1.UC51-4_GL0163331;DOM017_GL0023024;NOF013_GL0038594;765013792-stool1_revised_C397753_1_gene70342	8	8	3	0.0	715880000	58297000	71474000	63726000	92029000	84855000	100230000	85928000	84624000	74717000				6160
T2D-135A_GL0099393;MH0298_GL0176223;N009A_GL0012129;MH0385_GL0112145;MH0102_GL0044951;T2D-110A_GL0087617	27	1	1	0.0	5733100	0	2830600	1395400	0	0	1507100	0	0	0				6161
T2D-135A_GL0101876;764588959-stool1_revised_scaffold33464_1_gene153252	4	1	1	0.0	27255500	5445200	4789600	4701600	1837900	2768200	1659900	1853700	1957100	2242300				6162
T2D-139A_GL0090665	23	3	2	0.0	2147483647	840680	856170	1229100	556380000	499160000	436880000	404670000	554690000	607200000				6163
T2D-13A_GL0043123	40	1	1	0.0	485955600	7919000	8049300	7965300	71989000	77377000	72677000	100270000	88133000	51576000				6164
T2D-13A_GL0051681;V1.UC38-0_GL0013064;V1.CD16-0_GL0011575	5	2	2	0.0	76818000	0	0	0	0	0	39099000	37719000	0	0				6165
T2D-13A_GL0110595;NLM021_GL0081278;158802708-stool2_revised_scaffold15780_1_gene50887;O2.UC55-0_GL0015115	7	4	3	0.0	112490600	7575000	10625000	5775600	17405000	13713000	13811000	10650000	14616000	18320000				6166
T2D-140A_GL0021434	1	1	1	0.0	18858600	0	0	0	3683700	3264000	2670200	2877100	3404400	2959200				6167
T2D-140A_GL0027523	20	1	1	0.0	33867500	0	0	0	4377300	6914800	4177900	5404100	6376700	6616700				6168
T2D-142A_GL0051841	5	1	1	0.0	19183340	4077700	1920000	3219900	1655500	2001200	1838800	1690400	789840	1990000				6169
T2D-142A_GL0079303	27	6	0	0.0	231679900	11652000	17052000	9566900	29547000	38386000	32289000	30527000	32600000	30060000				6170
T2D-142A_GL0086270;MH0102_GL0108711;MH0097_GL0073954;O2.UC50-0_GL0311794;MH0350_GL0195555	13	3	0	0.0	43781800	0	7067500	0	8076900	5255500	7223800	4317100	5828200	6012800				6171
T2D-146A_GL0017897	3	3	2	0.0	495665000	0	0	0	82487000	79109000	95262000	70260000	70012000	98535000				6172
T2D-148A_GL0008617	7	1	1	0.0	27174300	13073000	0	11622000	0	597680	717470	0	579180	584970				6173
T2D-148A_GL0047582	2	2	2	0.0	16484700	5292800	5761300	5430600	0	0	0	0	0	0				6174
T2D-149A_GL0064521	25	2	0	0.0	108305600	3296500	3390000	3625100	14771000	16100000	16618000	21473000	15826000	13206000				6175
T2D-14A_GL0075653;V1.UC5-3_GL0172693	1	1	1	0.0	0	0	0	0	0	0	0	0	0	0				6176
T2D-14A_GL0122725;DLM012_GL0009963;O2.UC43-0_GL0002197	5	4	4	0.0	41201000	17351000	11701000	12149000	0	0	0	0	0	0				6177
T2D-150A_GL0087125;158499257-stool1_revised_scaffold5707_1_gene229426	17	11	2	0.0	1085114000	243630000	145550000	275430000	72620000	74879000	63165000	63912000	74806000	71122000				6178
T2D-154A_GL0034429;T2D-47A_GL0039535;MH0350_GL0033685	4	1	1	0.0	16804700	1036300	0	0	2743500	2316400	3081800	2818100	2369100	2439500				6179
T2D-154A_GL0064588;V1.CD30-0_GL0120404	10	1	1	0.0	486410	0	0	0	0	0	486410	0	0	0				6180
T2D-154A_GL0097772;T2D-22A_GL0127911;N038A_GL0114345;MH0314_GL0047729;MH0267_GL0059037;MH0040_GL0059877;159551223-stool1_revised_scaffold35023_1_gene125997;MH0140_GL0102376;DLM001_GL0067236;MH0008_GL0014630	3	3	3	0.0	41626600	0	0	0	6391000	7713300	6849400	7125300	6899700	6647900				6181
T2D-155A_GL0001778	18	1	0	0.0	4414000	0	2075500	0	0	2338500	0	0	0	0				6182
T2D-155A_GL0006484;MH0229_GL0054097;ED19A_GL0038233;T2D-132A_GL0013096;MH0182_GL0096129	23	9	0	0.0	506098000	73351000	73318000	82002000	45470000	42190000	39945000	67253000	40542000	42027000				6183
T2D-156A_GL0069803;MH0262_GL0174678;508703490-stool1_revised_scaffold13016_2_gene3166;764588959-stool1_revised_scaffold37813_1_gene43202;MH0102_GL0123821;MH0028_GL0002696;158802708-stool1_revised_C963513_1_gene167253;MH0124_GL0074180;V1.CD30-0_GL0060776;V1.UC11-5_GL0141477;MH0145_GL0107824;O2.CD3-0-PT_GL0162145;MH0188_GL0119721;MH0212_GL0069895;MH0122_GL0104003;MH0434_GL0246388;MH0035_GL0005242;MH0313_GL0084896;MH0406_GL0214196;V1.UC47-4_GL0020043;O2.CD1-0-PT_GL0030560;V1.FI34_GL0146352	10	1	0	0.0	14564200	3954600	6598400	4011200	0	0	0	0	0	0				6184
T2D-157A_GL0059614;SZEY-78A_GL0089216;ED15A_GL0071009;V1.CD31-0_GL0049746	25	1	0	0.0	27976500	6666500	7373200	3485800	4010300	0	1672500	0	4768200	0				6185
T2D-15A_GL0055478	6	1	1	0.0	54537100	0	0	0	11531000	8879000	7563700	9836200	7354700	9372500				6186
T2D-15A_GL0095995;NOF014_GL0003681;BGI-28A_GL0098124;NLM006_GL0023832;823052294-stool1_revised_scaffold17564_1_gene39375;MH0385_GL0093846;DLM002_GL0008086;MH0252_GL0221898	3	3	1	0.0	42685200	0	0	0	7196700	6332500	6723100	6563400	5818500	10051000				6187
T2D-15A_GL0150766;NLF002_GL0043627;MH0067_GL0071899;MH0160_GL0074807;MH0193_GL0082605;T2D-33A_GL0102678;MH0377_GL0139340;MH0010_GL0013052;DOM003_GL0035454;MH0385_GL0135114	6	6	4	0.0	113050100	1354500	10060000	8715600	20010000	16288000	13612000	11021000	13551000	18438000				6188
T2D-173A_GL0000592	20	20	1	0.0	2147483647	136140000	229650000	136790000	632290000	551470000	426300000	515700000	549040000	464510000				6189
T2D-173A_GL0015834;T2D-8A_GL0084577	10	1	0	0.0	0	0	0	0	0	0	0	0	0	0				6190
