Protein IDs	Peptides	Razor + unique peptides	Unique peptides	Score	Intensity	LFQ intensity KES1	LFQ intensity KES2	LFQ intensity KES3	LFQ intensity PBS1	LFQ intensity PBS2	LFQ intensity PBS3	LFQ intensity W1	LFQ intensity W2	LFQ intensity W3	Only identified by site	Reverse	Potential contaminant	id
MH0169_GL0092202	4	1	1	0.0	3134870	0	0	0	0	0	0	2514800	620070	0				3444
MH0169_GL0150732;NOM018_GL0007298;MH0377_GL0040591;V1.FI24_GL0082679;T2D-133A_GL0053041;SZEY-99A_GL0015017;NLF013_GL0035987;NLF005_GL0003898;MH0385_GL0200682;MH0073_GL0023579;MH0106_GL0046248	2	2	2	0.0	38009500	0	0	0	5104400	6705500	5347100	3793000	3879500	13180000				3445
MH0170_GL0056715;MH0166_GL0027984;158337416-stool2_revised_C968591_1_gene114129;585501.HMPREF6123_0613;MH0386_GL0001005;MH0211_GL0150291;MH0418_GL0122032;MH0455_GL0022113;NOM025_GL0020457;O2.UC18-1_GL0009033	16	1	0	0.0	14507570	0	0	646470	4400000	0	0	0	4409600	5051500				3446
V1.UC50-1_GL0173760;MH0420_GL0095418;MH0205_GL0001113;MH0170_GL0084238;O2.UC35-1_GL0156023;O2.UC47-0_GL0018201;O2.UC58-0_GL0113309;O2.UC46-1_GL0034991;V1.CD12-3_GL0027761;V1.UC63-0_GL0084230;MH0134_GL0022915;V1.CD3-0-PN_GL0111092;V1.CD20-4_GL0030884;MH0100_GL0123708;V1.UC16-0_GL0078356;V1.CD54-0_GL0038429;V1.CD3-0-PN_GL0048242;T2D-47A_GL0122558;T2D-11A_GL0098471;O2.UC48-0_GL0304788;NLF007_GL0073087;MH0437_GL0135586;MH0370_GL0119702;MH0233_GL0115131;MH0220_GL0034140;MH0101_GL0033866;MH0006_GL0102357;MH0006_GL0082663;158499257-stool2_revised_scaffold57761_1_gene206882;MH0212_GL0091201;MH0288_GL0187556;MH0148_GL0046065;V1.UC53-4_GL0125044;MH0001_GL0019001;V1.CD36-0_GL0038595;O2.UC19-2_GL0003073;O2.UC38-0_GL0078850;V1.UC48-0_GL0211829;O2.UC21-2_GL0132066;MH0422_GL0119209;T2D-29A_GL0101436;MH0416_GL0020480;MH0120_GL0045988;MH0036_GL0017997;MH0325_GL0076911;V1.FI36_GL0110063;NOF005_GL0078123;O2.UC32-2_GL0010263;V1.UC26-0_GL0061738;MH0419_GL0014593;MH0143_GL0074825;MH0087_GL0019286;V1.CD20-0_GL0139037;V1.CD1-0_GL0008161;MH0019_GL0032850;MH0086_GL0051907;MH0088_GL0064046;MH0293_GL0057244;764588959-stool1_revised_C821945_1_gene110801;O2.UC48-0_GL0125016;V1.CD3-0-PN_GL0099706;O2.UC48-0_GL0251354;MH0239_GL0068079;MH0140_GL0108953;553973.CLOHYLEM_05951;159753524-stool1_revised_C1081140_1_gene75290;V1.CD7-4_GL0023395;V1.CD3-0-PN_GL0025181;V1.CD20-4_GL0140805;T2D-62A_GL0052387;T2D-31A_GL0113935;MH0188_GL0033566;556261.HMPREF0240_00188;V1.UC22-1_GL0055674;V1.FI08_GL0116479;MH0289_GL0021363;764669880-stool1_revised_C435731_1_gene57165;MH0389_GL0077398;V1.CD17-4_GL0008725;V1.CD20-0_GL0004401;MH0233_GL0070001;MH0239_GL0068032;V1.CD55-0_GL0053558;O2.UC22-2_GL0016496;N056A_GL0000873;404239096-stool1_revised_C549317_1_gene43063;O2.CD3-0-PT_GL0123221;MH0239_GL0099667;O2.CD3-0-PT_GL0194509;SZEY-68A_GL0093746	4	1	1	0.0	24166200	6265200	9475300	8425700	0	0	0	0	0	0				3447
MH0170_GL0120426	7	1	1	0.0	8873800	0	1469500	7404300	0	0	0	0	0	0				3448
MH0172_GL0010578	2	2	2	0.0	11237090	1677900	4800300	1649800	1085200	970790	1053100	0	0	0				3449
MH0172_GL0061687	1	1	1	0.0	31302800	8276300	0	13047000	0	0	0	9979500	0	0				3450
MH0212_GL0161856;MH0172_GL0064905;O2.UC48-1_GL0156130;MH0274_GL0027000;MH0433_GL0093016;MH0370_GL0078445	5	1	0	0.0	9766600	1660200	3614900	1510400	0	0	0	1461600	1519500	0				3451
MH0172_GL0067972	20	3	0	0.0	86563200	2652400	6077600	4855500	12195000	12352000	13272000	8090700	11942000	15126000				3452
MH0172_GL0081651	4	4	4	0.0	272689000	13013000	13756000	13464000	32171000	43101000	34858000	50922000	31921000	39483000				3453
MH0172_GL0126969;MH0191_GL0087275;763961826-stool2_revised_scaffold3766_2_gene113683	3	1	1	0.0	62192300	0	0	1022200	8661600	13220000	6436800	7539700	13672000	11640000				3454
MH0173_GL0023442	2	1	1	0.0	48399500	12045000	8479800	14664000	0	5017400	0	3572700	4620600	0				3455
MH0206_GL0100802;T2D-83A_GL0083019;MH0239_GL0147555;MH0174_GL0008721	1	1	1	0.0	22871000	2997200	3545700	2458300	0	0	0	2336800	0	11533000				3456
MH0401_GL0082255;MH0174_GL0036487	3	3	3	0.0	75399800	8117600	13471000	12589000	6137600	7023700	6100300	8917300	6213400	6829900				3457
MH0175_GL0013186	13	1	1	0.0	8303530	0	845030	0	0	7458500	0	0	0	0				3458
MH0175_GL0076324;MH0274_GL0036947;MH0157_GL0017671	18	1	0	0.0	615323000	143240000	78610000	129260000	54083000	44251000	41711000	38166000	50933000	35069000				3459
MH0175_GL0077075	15	2	2	0.0	7005400	2714500	2199700	0	2091200	0	0	0	0	0				3460
MH0175_GL0088065;MH0415_GL0238346;MH0267_GL0163934	8	2	1	0.0	11882190	2322500	4127900	2512700	969640	0	0	1018100	0	931350				3461
MH0175_GL0088296	2	1	1	0.0	105263000	30817000	47569000	0	26877000	0	0	0	0	0				3462
MH0175_GL0107683	2	2	2	0.0	178550000	21345000	21231000	24736000	19318000	18233000	19924000	17057000	18377000	18329000				3463
MH0175_GL0115955	3	1	1	0.0	23880590	1418500	1184700	883390	2811100	3690400	3978600	2660200	3328300	3925400				3464
MH0175_GL0115957;160400887-stool1_revised_scaffold34252_1_gene16705	5	1	1	0.0	5015890	2817100	1992200	206590	0	0	0	0	0	0				3465
MH0175_GL0118970;764588959-stool1_revised_scaffold36576_2_gene42087	20	1	0	0.0	1176453600	0	1153100	450890000	223620000	267730000	232040000	1020500	0	0				3466
MH0342_GL0123636;MH0176_GL0024100;V1.UC11-5_GL0117460	23	1	0	0.0	65317700	9327600	7237200	6352700	5761800	7774900	8675300	6448700	6409300	7330200				3467
MH0268_GL0062837;MH0176_GL0033078;MH0200_GL0035649;T2D-57A_GL0001285;MH0217_GL0154821;MH0177_GL0020719;O2.UC44-2_GL0165916;BGI-15A_GL0032231;MH0275_GL0078579;763678604-stool1_revised_scaffold12330_5_gene195635;MH0374_GL0033429;MH0062_GL0038009;O2.UC8-2_GL0126868;O2.UC1-2_GL0073762;MH0224_GL0031152;MH0318_GL0186980;552398.HMPREF0866_02480;V1.FI20_GL0010649;V1.FI08_GL0009107;MH0012_GL0148859;V1.FI17_GL0174983;MH0367_GL0156320;V1.UC60-0_GL0078397;MH0389_GL0110195;MH0006_GL0006623;T2D-11A_GL0108599;MH0318_GL0109203;V1.UC58-4_GL0154846;T2D-11A_GL0030436;MH0348_GL0106300;V1.UC50-1_GL0029255;MH0229_GL0177270;V1.FI02_GL0123725;MH0377_GL0119425	17	16	4	0.0	957494900	7527800	1341200	1849900	182630000	177170000	43696000	152880000	184860000	205540000				3468
MH0176_GL0033801;MH0350_GL0179481;MH0217_GL0001041;MH0217_GL0029564;O2.UC29-2_GL0003530;V1.CD52-0_GL0092566;MH0066_GL0009300;MH0195_GL0112727;MH0328_GL0114839;O2.UC24-2_GL0086158;MH0234_GL0165391;MH0262_GL0031188	5	4	4	0.0	46301300	0	0	0	6301700	8818200	2443200	4655200	8474000	15609000				3469
MH0176_GL0040766;MH0060_GL0018240	6	6	6	0.0	181827500	4534800	11569000	5759700	27192000	30259000	25452000	24043000	27693000	25325000				3470
MH0176_GL0054362;T2D-57A_GL0025971;MH0252_GL0225725;MH0245_GL0053361;V1.FI36_GL0239721;MH0450_GL0049916;MH0350_GL0195554;MH0275_GL0149099;MH0206_GL0240950;MH0140_GL0133913;763678604-stool1_revised_scaffold20477_1_gene124533;MH0437_GL0204842;MH0379_GL0157857;MH0234_GL0165875;MH0224_GL0015930;MH0062_GL0021137;O2.UC29-2_GL0043348;MH0378_GL0179469;MH0257_GL0163945;DLM019_GL0011178;764224817-stool1_revised_scaffold43266_1_gene88675;765701615-stool1_revised_scaffold47263_2_gene106793;MH0019_GL0039360;N037A_GL0141993;MH0318_GL0212130;MH0366_GL0117436;MH0336_GL0040371;MH0181_GL0113573;MH0071_GL0035090;MH0060_GL0031036;V1.FI17_GL0149550;V1.FI17_GL0163348;MH0373_GL0194359;MH0402_GL0087636;MH0079_GL0006554;V1.UC30-0_GL0058736;MH0230_GL0118283;MH0016_GL0018694;MH0402_GL0033366;MH0336_GL0066066;MH0447_GL0284285;MH0396_GL0152362;MH0298_GL0130573;MH0252_GL0247668;MH0211_GL0132169;MH0389_GL0041348;V1.UC39-4_GL0134327;V1.UC26-4_GL0046756;O2.UC1-2_GL0172052;MH0012_GL0228987;MH0187_GL0122564;MH0012_GL0190534;MH0319_GL0095509;O2.UC4-1_GL0004643;O2.UC48-0_GL0271254;V1.FI17_GL0088612;V1.FI17_GL0195746;O2.CD3-0-PT_GL0117557;V1.UC16-0_GL0045150;HT14A_GL0064542;V1.FI17_GL0201534;V1.UC17-2_GL0103038	9	6	6	0.0	177687200	1728700	1557400	2816100	32698000	34033000	18405000	28072000	24277000	34100000				3471
MH0176_GL0074004	4	1	1	0.0	18901400	0	0	0	3118700	3093500	2075500	2505100	3492400	4616200				3472
MH0176_GL0076643	3	3	3	0.0	78612200	0	0	4686700	10950000	19151000	12879000	9906200	11486000	9553300				3473
MH0176_GL0087918;DLF004_GL0054463;BGI089A_GL0013577;NLM031_GL0018540;NOM023_GL0029130;O2.UC8-0_GL0022229;763678604-stool1_revised_scaffold447_2_gene84809;NOM013_GL0008648;V1.FI17_GL0229704	19	19	0	0.0	791331000	23946000	21401000	30184000	109960000	123670000	127390000	118720000	117740000	118320000				3474
MH0286_GL0082791;MH0224_GL0082297;MH0176_GL0094920;O2.UC12-1_GL0091923;763678604-stool1_revised_scaffold28013_1_gene177782;V1.UC58-4_GL0206459;MH0257_GL0033952;MH0117_GL0024535;MH0286_GL0055684;MH0272_GL0050880;V1.UC49-1_GL0052492;MH0448_GL0156494;V1.CD40-0_GL0106685;T2D-97A_GL0004517;MH0390_GL0121531;MH0358_GL0024787;MH0126_GL0061510;MH0204_GL0177281;MH0200_GL0114699;MH0003_GL0077413;O2.UC8-1_GL0061806;MH0350_GL0033526;T2D-57A_GL0026604;V1.UC21-4_GL0130470;MH0437_GL0166891;V1.UC40-0_GL0049406;MH0374_GL0139308;MH0264_GL0017756;MH0238_GL0101706;O2.UC9-2_GL0146449	11	2	1	0.0	30829900	0	0	0	5340200	5051300	4990300	4920100	4098100	6429900				3475
MH0176_GL0099642	2	2	2	0.0	34456900	0	0	0	5229600	5873800	4560800	4767500	6899500	7125700				3476
MH0176_GL0108531;MH0111_GL0091583;763577454-stool1_revised_C974313_1_gene167055;SZEY-10A_GL0041698;MH0434_GL0177059;O2.UC48-0_GL0148883;MH0308_GL0150252;MH0006_GL0187075;NLF002_GL0024248;MH0385_GL0010403;MH0355_GL0250234;MH0100_GL0121047;O2.UC57-0_GL0124377;764588959-stool1_revised_C746408_1_gene65919	7	7	1	0.0	193590250	0	835250	0	36324000	30614000	30117000	30110000	27911000	37679000				3477
SZEY-37A_GL0094085;MH0421_GL0104204;MH0176_GL0130904	1	1	1	0.0	16031800	0	0	0	3228500	3207300	3487700	3027700	3080600	0				3478
MH0176_GL0132306;O2.UC52-0_GL0088151;O2.UC41-0_GL0115929;V1.CD52-0_GL0124929	6	6	1	0.0	146795210	321880	596580	592550	23501000	35220000	9509200	10874000	27546000	38634000				3479
MH0176_GL0141780	5	5	5	0.0	561921100	0	1827200	2436900	98396000	96441000	99950000	105620000	104410000	52840000				3480
MH0176_GL0147448;MH0322_GL0105676;MH0437_GL0193966;O2.UC52-0_GL0084747;MH0402_GL0127013;MH0286_GL0158337;MH0189_GL0063106;MH0303_GL0117993	3	3	3	0.0	28102000	0	0	0	3889900	4257000	4331100	6029700	4617300	4977000				3481
MH0176_GL0155100;MH0407_GL0075964;MH0088_GL0011827;MH0141_GL0060869;NLF002_GL0033330;NLF007_GL0018636;MH0067_GL0021931;MH0144_GL0144020	3	3	3	0.0	34494100	0	0	0	6102100	5573700	5501100	5025500	4963500	7328200				3482
MH0177_GL0036569;T2D-110A_GL0011466	31	2	0	0.0	58904600	6617200	8557900	15747000	6223000	5280900	4492300	4095700	4799300	3091300				3483
MH0177_GL0097968;O2.UC32-1_GL0096171;T2D-22A_GL0089654;O2.UC48-1_GL0204011;N038A_GL0078038;MH0359_GL0007598;MH0244_GL0114666;O2.UC37-1_GL0173077;O2.UC37-1_GL0123883;MH0359_GL0057848;MH0217_GL0131357;MH0003_GL0022462;DOM014_GL0017723	4	2	2	0.0	77710000	0	0	0	12152000	12674000	11930000	14994000	13693000	12267000				3484
MH0177_GL0103232;T2D-22A_GL0110740	5	5	5	0.0	281244700	8030400	1397300	0	41091000	54484000	41405000	43528000	52561000	38748000				3485
V1.UC53-0_GL0075498;O2.UC6-0_GL0063305;MH0177_GL0108197;MH0417_GL0120429	4	4	4	0.0	28318100	8280400	7018000	7017800	1388700	2477900	0	0	1057200	1078100				3486
MH0178_GL0005549;V1.CD15-3_GL0046367;MH0270_GL0016595	7	1	0	0.0	23021700	8903400	7006700	7111600	0	0	0	0	0	0				3487
MH0178_GL0012959	2	2	2	0.0	66028100	2616200	1713700	1451300	12335000	13608000	7951000	7194600	8213300	10945000				3488
MH0178_GL0022097	23	1	0	0.0	14233900	3911200	2029000	2196300	0	1496800	1616200	1539700	1444700	0				3489
MH0178_GL0022146;MH0385_GL0135536;MH0188_GL0201788;O2.UC30-2_GL0026570;MH0430_GL0143331;V1.UC13-3_GL0111934;V1.UC50-1_GL0148332;V1.FI14_GL0121474;MH0212_GL0086863;V1.UC11-5_GL0030443;V1.UC16-0_GL0003036;V1.UC31-4_GL0131357;V1.UC17-2_GL0032901;V1.CD12-0_GL0031265;V1.CD34-0_GL0072350;V1.FI24_GL0059134;O2.UC30-1_GL0152484;MH0253_GL0030085;MH0127_GL0032316;V1.CD1-3-PN_GL0074377;V1.CD20-4_GL0069681;O2.UC6-0_GL0002672;O2.UC1-2_GL0025467;NOF005_GL0024984;MH0205_GL0136927;MH0124_GL0112237;MH0189_GL0172967;MH0100_GL0126915;O2.UC4-1_GL0093365;O2.CD3-0-PT_GL0025886;MH0349_GL0042847;556261.HMPREF0240_01630;V1.CD17-4_GL0037772;MH0193_GL0153819;MH0318_GL0106809;V1.CD12-3_GL0070025;V1.FI24_GL0110360;O2.UC15-1_GL0110948;MH0361_GL0053439;MH0239_GL0068071;MH0039_GL0041788;DLM009_GL0038738;MH0370_GL0123920;MH0355_GL0025469;MH0335_GL0094396;MH0197_GL0197326;MH0047_GL0017860;V1.UC47-4_GL0199979;O2.UC15-0_GL0014600;MH0377_GL0089812;MH0313_GL0075991;MH0069_GL0074523;MH0012_GL0163589;MH0011_GL0021375;V1.CD20-4_GL0061667;V1.FI34_GL0163486;MH0233_GL0079278;V1.UC55-0_GL0187449;V1.UC26-0_GL0108440;T2D-62A_GL0019596;V1.UC50-1_GL0029188;V1.CD3-0-PN_GL0057959;158337416-stool1_revised_scaffold589_1_gene169578;V1.UC50-1_GL0173337;V1.CD7-4_GL0000331;SZEY-30A_GL0024007;O2.UC15-1_GL0107651;MH0188_GL0168383;V1.CD3-0-PN_GL0130518;O2.CD2-0-PT_GL0076088;MH0131_GL0134413;MH0006_GL0188561;O2.UC48-0_GL0024374;MH0014_GL0098937;V1.UC40-1_GL0047551;V1.UC11-5_GL0186392;O2.CD1-0-PT_GL0049373;V1.UC16-0_GL0046026;V1.CD54-0_GL0138844;MH0016_GL0058204;765620695-stool1_revised_scaffold13233_2_gene100090;V1.FI08_GL0103132;SZEY-97A_GL0036381;O2.UC48-0_GL0219018;SZEY-48A_GL0055319;O2.UC12-2_GL0010422;MH0308_GL0183276;HT14A_GL0097583;V1.CD21-0_GL0029541;T2D-62A_GL0033574;553973.CLOHYLEM_04671;159753524-stool1_revised_scaffold20068_1_gene15067;T2D-31A_GL0044727;V1.CD7-4_GL0007002	4	4	3	0.0	125511000	0	0	0	21572000	17443000	21633000	18525000	19794000	26544000				3490
MH0178_GL0039284	3	3	2	0.0	127862000	0	0	0	24366000	21218000	18974000	19951000	16869000	26484000				3491
MH0178_GL0045047;MH0247_GL0136089	34	34	9	0.0	2147483647	319430	470340	557500	2147483647	1905900000	2147483647	2147483647	1782100000	2132100000				3492
MH0178_GL0052347	2	1	1	0.0	41078000	1861700	2392700	0	0	8659600	6243100	6873400	5827200	9220300				3493
MH0178_GL0066541;MH0439_GL0047221;SZEY-55A_GL0052465;MH0058_GL0030168;MH0385_GL0133367;MH0385_GL0046058;V1.FI24_GL0087209;MH0127_GL0059010;MH0067_GL0073474	4	4	4	0.0	75246000	0	0	0	14484000	11533000	11342000	11082000	12125000	14680000				3494
MH0178_GL0080370;MH0390_GL0189920	5	2	1	0.0	50389900	13931000	15338000	14491000	0	0	1402100	1515500	2328400	1383900				3495
MH0178_GL0082742	5	5	5	0.0	80757000	0	0	0	14152000	13076000	11902000	12974000	11656000	16997000				3496
MH0178_GL0084260;V1.UC55-0_GL0179680;MH0385_GL0113668;NLF013_GL0024371;V1.UC47-4_GL0187325	9	9	7	0.0	344249970	0	1129600	614370	60927000	58431000	55071000	50401000	43635000	74041000				3497
MH0179_GL0019631;T2D-135A_GL0071863;MH0068_GL0059183;MH0013_GL0018096;NOF010_GL0020954;T2D-105A_GL0040856;MH0110_GL0039507;764143897-stool1_revised_C936584_1_gene35039;MH0094_GL0091949;MH0243_GL0101948;MH0152_GL0016809;MH0085_GL0050407;MH0267_GL0026682;MH0193_GL0114300;MH0150_GL0016172;MH0004_GL0014021;MH0381_GL0070374;457387.HMPREF0127_00657;MH0239_GL0049753;MH0243_GL0055304;MH0224_GL0090323;MH0076_GL0009564;MH0052_GL0067854;DLF004_GL0020418;MH0101_GL0044846;T2D-113A_GL0056922;N085A_GL0020248;O2.UC24-2_GL0005769;T2D-133A_GL0086285;O2.UC8-0_GL0039685;MH0012_GL0069249;MH0008_GL0040485;T2D-48A_GL0111801;MH0321_GL0119877;MH0002_GL0012230;MH0184_GL0052558;765094712-stool1_revised_scaffold1647_1_gene36372;MH0407_GL0143967;MH0458_GL0124916;DOM005_GL0028462;160765029-stool1_revised_scaffold13251_1_gene134183;159571453-stool1_revised_scaffold15792_1_gene18485;MH0454_GL0234948;MH0088_GL0040328;MH0124_GL0012674;MH0050_GL0029440;MH0189_GL0056384;T2D-51A_GL0124498;MH0309_GL0013960;MH0274_GL0179629;MH0012_GL0081084;T2D-109A_GL0043194;MH0091_GL0034239;MH0206_GL0157228;V1.CD30-0_GL0017259;MH0402_GL0149395;159571453-stool1_revised_C680600_1_gene68379;MH0357_GL0119335;T2D-70A_GL0110582;V1.CD40-0_GL0016796;V1.CD1-0-PN_GL0022448;T2D-134A_GL0031550;MH0010_GL0011247;DOM019_GL0047970;MH0055_GL0025373;159571453-stool1_revised_C686708_1_gene113865;T2D-11A_GL0102181;MH0321_GL0110151;MH0189_GL0069827	19	4	0	0.0	22984200	7146800	2141800	8147300	1574500	1348000	0	1081000	1544800	0				3498
MH0179_GL0026819;MH0121_GL0076172;MH0061_GL0013138;MH0006_GL0012745;765094712-stool1_revised_scaffold681_1_gene46077;MH0004_GL0031729;MH0011_GL0105116;SZEY-22A_GL0051984;NLF001_GL0049551;MH0261_GL0043436;MH0252_GL0037104	6	1	1	0.0	21294100	2898200	2841900	3133100	2400300	2297300	2511900	2511000	2700400	0				3499
MH0179_GL0066141;158458797-stool1_revised_scaffold21879_1_gene83932	27	3	2	0.0	14845200	3802200	3357300	7685700	0	0	0	0	0	0				3500
MH0179_GL0072360	30	8	3	0.0	313072000	57642000	61435000	88236000	15070000	16219000	12707000	17040000	18967000	25756000				3501
MH0267_GL0182312;O2.UC11-1_GL0187019;MH0180_GL0038594;V1.CD38-0_GL0167185;MH0026_GL0042226;O2.UC1-1_GL0054832;DOM016_GL0008487	3	3	3	0.0	23805400	7670400	2624500	6754300	3946300	2809900	0	0	0	0				3502
MH0181_GL0031981	5	1	1	0.0	15091200	2797900	1743300	2582300	1083900	1196200	1471700	1745000	1165000	1305900				3503
MH0181_GL0045610;MH0106_GL0117429;MH0055_GL0022601;MH0011_GL0085468;MH0107_GL0005137;MH0069_GL0043166;MH0096_GL0091275	11	1	0	0.0	226279800	124480000	0	68009000	8418800	0	0	25372000	0	0				3504
MH0200_GL0003158;MH0181_GL0052046	1	1	1	0.0	63751300	15565000	4673200	8980600	7044300	2190300	3840100	2958900	15208000	3290900				3505
MH0181_GL0054369;MH0415_GL0148933;MH0224_GL0075355	8	2	1	0.0	76546000	8337000	7884400	7977100	8267000	10668000	9450300	8713500	8299100	6949600				3506
MH0181_GL0087945	4	1	1	0.0	3284600	0	3284600	0	0	0	0	0	0	0				3507
MH0243_GL0068865;MH0181_GL0092863	24	2	0	0.0	19799200	8377000	5862100	5560100	0	0	0	0	0	0				3508
MH0181_GL0138030;MH0238_GL0052539;MH0187_GL0097484;MH0398_GL0095764;MH0090_GL0112747;MH0450_GL0251284;MH0415_GL0037398;V1.UC57-0_GL0049516;O2.UC28-1_GL0006592;MH0384_GL0000484;MH0020_GL0037331;V1.CD15-3_GL0079969;MH0189_GL0057811;765701615-stool1_revised_scaffold46108_1_gene91559;V1.UC48-0_GL0179392;158458797-stool1_revised_C1269258_1_gene53723;160400887-stool1_revised_C1350065_1_gene67734;O2.UC24-2_GL0028992;158499257-stool2_revised_C1233933_1_gene139795;ED13A_GL0017591;MH0415_GL0031500	10	1	0	0.0	17823020	2078500	4406600	1039500	1994700	1175200	1246100	2808600	2076100	997720				3509
MH0182_GL0009170;MH0253_GL0064398;DOM008_GL0055563;V1.CD28-0_GL0064051	20	8	2	0.0	1545595000	343880000	340410000	310760000	94104000	99429000	89954000	93313000	96470000	77275000				3510
MH0182_GL0079548	21	2	0	0.0	27337400	1791700	1419000	3905900	2383000	2837400	3056800	4235400	4197100	3511100				3511
MH0182_GL0086409;MH0127_GL0053985;MH0268_GL0139900;V1.UC58-4_GL0000592	3	1	1	0.0	28546600	5956200	5953500	6386200	2118700	1661000	1429100	1559700	1976800	1505400				3512
MH0182_GL0096983;MH0092_GL0036056;MH0204_GL0037570;MH0222_GL0117288;T2D-29A_GL0076622;MH0060_GL0022761;MH0420_GL0035148;MH0310_GL0005159;DOM026_GL0013466;V1.FI07_GL0148651;MH0308_GL0050383;MH0212_GL0120211;MH0069_GL0062737;MH0454_GL0052086;T2D-49A_GL0041675	12	12	12	0.0	492651000	27420000	34973000	26879000	73476000	70528000	60001000	59365000	76980000	63029000				3513
MH0368_GL0155558;MH0199_GL0038689;MH0182_GL0100189;MH0059_GL0024791;160400887-stool1_revised_scaffold30907_1_gene100845;158742018-stool1_revised_scaffold5118_1_gene39913	5	3	1	0.0	63457500	3682300	5206700	4654900	5518000	11089000	7147200	9877800	8055900	8225700				3514
MH0183_GL0009415	12	1	0	0.0	5521000	5521000	0	0	0	0	0	0	0	0				3515
MH0261_GL0064721;MH0183_GL0010720	3	3	3	0.0	149334900	1733500	1946300	1718100	13047000	24386000	11325000	22657000	25694000	46828000				3516
MH0183_GL0052241	1	1	1	0.0	7475500	2737500	2223800	2514200	0	0	0	0	0	0				3517
MH0426_GL0119504;MH0183_GL0081232	3	3	3	0.0	64270100	0	0	0	12112000	10404000	10064000	9500100	10046000	12144000				3518
MH0183_GL0095424	2	2	2	0.0	40799100	0	0	0	5296700	7293000	7324500	3727800	6478100	10679000				3519
MH0183_GL0104045;V1.CD52-0_GL0100952;V1.UC34-0_GL0030431	4	4	4	0.0	25904560	6827400	10019000	7356600	0	0	0	895830	0	805730				3520
MH0183_GL0129750;V1.FI07_GL0106531;MH0276_GL0218662;T2D-150A_GL0096976;MH0187_GL0059024;MH0369_GL0032418;MH0350_GL0003150;MH0244_GL0087606;MH0092_GL0097242;MH0388_GL0018384;160400887-stool1_revised_scaffold22123_1_gene33782;MH0212_GL0099208;NOF012_GL0012929;706846339-stool1_revised_C965854_1_gene142537;764002286-stool1_revised_scaffold14238_1_gene117730;MH0391_GL0029118;O2.UC27-2_GL0108121;MH0259_GL0129468;N064A_GL0096923;V1.UC13-0_GL0036656;MH0203_GL0196837;O2.UC15-0_GL0011158;MH0229_GL0175424;V1.FI34_GL0051078	13	13	1	0.0	513176000	14368000	29887000	15353000	75964000	70192000	77948000	71118000	76872000	81474000				3521
V1.CD32-0_GL0175775;MH0404_GL0127771;O2.UC14-1_GL0097200;MH0183_GL0141863;MH0107_GL0030339	3	1	0	0.0	67225300	0	2442500	1089000	9636600	9925700	10441000	12627000	11276000	9787500				3522
MH0183_GL0163940;MH0006_GL0161331;MH0033_GL0048169;V1.UC26-0_GL0179456;MH0189_GL0017428;MH0012_GL0136468	16	1	0	0.0	59930200	15299000	12971000	14124000	3699400	2332500	3683600	2641000	3069300	2110400				3523
MH0184_GL0001534	3	3	3	0.0	104861400	4502200	5026100	6421100	13624000	15908000	15813000	15174000	16125000	12268000				3524
MH0184_GL0098319;DOM022_GL0083437	16	1	0	0.0	272249300	1504700	25062000	25642000	17810000	91494000	7564200	16686000	84240000	2246400				3525
MH0457_GL0186895;MH0184_GL0099646;MH0370_GL0124704;MH0002_GL0036112;MH0165_GL0095207;MH0098_GL0078482;MH0003_GL0111836;T2D-47A_GL0141149;MH0450_GL0067368;T2D-11A_GL0059039	5	4	4	0.0	138200000	18056000	26131000	24233000	11209000	15342000	11604000	10159000	11049000	10417000				3526
MH0184_GL0118471;MH0069_GL0007803;DOM010_GL0041564	6	3	2	0.0	100341400	6385100	8990700	7224600	12228000	14573000	15880000	8646000	12998000	13416000				3527
MH0184_GL0127793	10	9	4	0.0	516172000	66365000	101700000	72057000	38984000	39382000	60380000	40814000	58281000	38209000				3528
MH0185_GL0034368	2	1	1	0.0	41519900	9343300	2212900	5994700	2744600	4639100	4870100	3248900	4898700	3567600				3529
MH0271_GL0042508;MH0185_GL0066462;T2D-140A_GL0086003;MH0260_GL0102358;NLM023_GL0015956;MH0446_GL0174408;MH0276_GL0059635;MH0133_GL0053337;MH0062_GL0024219;MH0069_GL0059623;SZEY-41A_GL0043414;V1.CD22-0_GL0127478;MH0342_GL0030820;MH0384_GL0069338;SZEY-97A_GL0003678;V1.UC63-0_GL0154756;MH0346_GL0143060;764002286-stool1_revised_C666838_1_gene24127;MH0363_GL0006976;O2.UC41-0_GL0052841;V1.FI07_GL0159424;MH0012_GL0175945	15	14	0	0.0	688522000	28531000	27321000	27426000	98218000	101240000	95575000	99419000	97532000	113260000				3530
MH0185_GL0094541;MH0398_GL0100965;N009A_GL0083885;MH0447_GL0284985;MH0069_GL0087514;MH0009_GL0028114;MH0189_GL0032129;MH0004_GL0014498	16	2	0	0.0	169717000	16840000	21164000	21243000	17390000	22257000	17903000	19202000	16768000	16950000				3531
MH0185_GL0118033;T2D-81A_GL0010335;V1.UC57-0_GL0024919;MH0074_GL0055360	18	4	0	0.0	73958000	4419800	5205000	1602800	10019000	8232300	10646000	12457000	11739000	9637100				3532
MH0186_GL0021271	13	11	11	0.0	383631000	0	0	0	67104000	67478000	57595000	58470000	55822000	77162000				3533
MH0186_GL0025923	1	1	1	0.0	14103500	0	0	0	2858000	2906400	1794400	1824800	1783600	2936300				3534
